id,smiles,IC50,pIC50,MolecularWeight,LogP,HydrogenBondDonors,HydrogenBondAcceptors,TopologicalPolarSurfaceArea,NumberofRotatableBonds,NumberofValenceElectrons,NumberofAromaticRings,Fractionofsp3Carbons,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusofGyration,InertialShapeFactor,SpherocityIndex
515,O=C1C=CC(=O)C2=C1C1C3=CC=CC=C3C2C2=CC=CC=C12,0.24,6.62,284.314,3.282,0,2,34.14,0,104,2,0.1,0.043349828,0.713667906,0.700484204,0.814589664,1453.313791,1690.051518,2074.727428,3.029296451,0.000560505,0.609090895
516,CCOC(=O)C1=C(N)SC(=C1C)C1=CC=CC=C1,3.19,5.496,261.346,3.48242,1,4,52.32,3,94,2,0.214285714,0.422133418,0.966601406,0.256284455,0.78247165,769.7717205,2350.218818,3003.583348,3.422784484,0.001016498,0.092739994
517,NC1=NN=C(SC2=NC=C(S2)[N+]([O-])=O)S1,0.03,7.523,261.313,1.6362,1,9,107.83,3,78,2,0,0.407333924,0.964062736,0.265674691,0.91674142,614.4613578,2120.270379,2312.833623,3.107745669,0.001491943,0.214530817
518,CN=C1SN(C(=N1)C1=CC=CC=C1)C1=CC=CC=C1,0.98,6.009,267.357,3.1313,0,4,30.18,2,94,3,0.066666667,0.215075611,0.885982768,0.463718162,0.608559027,1220.309061,1601.46864,2631.574866,3.193530076,0.000498693,0.175395919
519,OC[C@H]1O[C@H](OC2=CC=CC3=C(C4=CC(=CC(O)=C4C(O)=C23)C(O)=O)C2=C3C=CC=C(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3=C(O)C3=C(O)C=C(C=C23)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,1.59,5.799,862.746,0.5426,14,18,354.28,9,326,6,0.285714286,0.387746336,0.959189319,0.282764657,0.961244155,8255.055612,28062.64424,29194.08569,6.161738216,0.000116443,0.329471335
520,SC(=S)N1CCCC1,0.21,6.678,147.268,1.2969,1,1,3.24,0,46,0,0.8,0.355296118,0.951808768,0.306692141,0.72047092,217.1203357,510.0518302,707.9422864,2.207364617,0.003318302,0.257607747
521,ON1C=CC=CC1=S,2.46,5.609,127.168,1.45489,1,3,25.16,0,42,1,0,0.303860632,0.930611246,0.366009164,0.633990836,172.6101175,298.9904167,471.6005342,1.925742538,0.003672965,6.46E-15
522,CN1CC[C@]2(C)[C@H]1N(C)C1=C2C=C(O)C=C1,1.99,5.701,218.3,1.7613,1,3,26.71,0,86,1,0.538461538,0.302370499,0.941289071,0.337601666,0.821694216,515.3842318,1254.402109,1526.604526,2.747751701,0.001594333,0.344911636
523,COC(=O)\C=C\C1=C(O)C=CC(O)=C1,13,4.886,194.186,1.284,2,4,66.76,2,74,1,0.1,0.538127395,0.981907712,0.189360092,0.825214123,378.1456308,1647.924393,1996.965813,3.218496156,0.002182265,0.03437379
524,NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1,0.83,6.081,209.252,2.5524,2,3,64.93,0,78,3,0,0.643271104,0.990441149,0.137935962,0.862064038,291.1174893,1819.408917,2110.526407,3.17585442,0.002961224,2.18E-13
525,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=CC(NS(C)(=O)=O)=CC=C2N1,4,5.398,456.572,2.7171,3,6,110.43,6,170,3,0.363636364,0.598700259,0.987017059,0.160615458,0.963903324,2135.421631,12815.32943,13295.24352,5.5617159,0.000451388,0.273176521
526,CCC(=O)OCN1C(=O)C=CC1=O,0.3,6.523,183.163,-0.1779,0,4,63.68,3,70,0,0.375,0.366507169,0.95642043,0.291993084,0.897877107,370.1039747,1138.067661,1267.509387,2.752649441,0.002426013,0.301296911
527,C[N+](C)(C)NCCC([O-])=O,0.29,6.538,146.19,-1.6628,1,3,52.16,4,60,0,0.833333333,0.576112055,0.985039925,0.172326278,0.969412934,169.6362712,954.280433,984.3900361,2.685301582,0.005714656,0.438431366
528,C=CC(=O)C1=CC2=CC=CC=C2C=C1,1.24,5.907,182.222,3.2085,0,1,17.07,2,68,2,0,0.574493957,0.985322236,0.17070469,0.83975565,268.0295102,1318.530235,1570.135593,2.943072307,0.003133072,0.019143912
529,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,0.75,6.125,250.283,0.8596,2,5,97.97,3,88,2,0,0.226752735,0.913549932,0.406726593,0.768468842,845.6724668,1597.812764,2079.216068,3.005856746,0.000908707,0.345076902
530,CN(C)C(=S)SC(=S)N(C)C,0.94,6.027,208.377,1.4126,0,3,6.48,0,64,0,0.666666667,0.163717187,0.881011518,0.473094817,0.818569599,524.8997577,908.2048007,1109.502237,2.470015697,0.001559478,0.393377553
531,C1CN(CCO1)SC1=NC2=CC=CC=C2S1,5.1,5.292,252.364,2.6356,0,5,25.36,2,84,2,0.363636364,0.50433903,0.977284909,0.211929719,0.980449113,505.3564347,2337.927263,2384.547277,3.218341088,0.001940114,0.196491405
532,OC1=CC(CNC(=S)\C=C\C2=CC(O)=C(O)C(Br)=C2)=CC(O)=C1O,0.5,6.301,412.261,3.1075,6,6,113.18,4,126,2,0.0625,0.479749094,0.974471598,0.224510814,0.962232704,1858.220446,7964.161956,8276.752517,4.685196225,0.000517825,0.295855679
533,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,16.9,4.772,290.271,1.5461,5,6,110.38,1,110,2,0.2,0.588072661,0.986503423,0.16374064,0.911477647,658.2779293,3664.365896,4020.247681,3.790892556,0.00138464,0.165570924
534,OC1=C(O)C=C2[C@@H]3[C@@H](CCC2=C1)NCC1=CC=CC=C31,1.1,5.959,267.328,2.6477,3,3,52.49,0,102,2,0.294117647,0.307038248,0.940412212,0.340036575,0.737018277,919.8524985,1993.750536,2705.157522,3.241776279,0.000801235,0.194759059
535,C(SC1=NC=CC=N1)C1=CN=CC=C1,9.03,5.044,203.27,2.1639,0,4,38.67,3,70,2,0.1,0.281402938,0.934614235,0.355663088,0.790960803,479.2323259,1065.767008,1347.433405,2.667349919,0.001650475,0.256811226
536,COC1=CC=CC(=C1)C(=O)CCN[C@@H](C)[C@H](O)C1=CC=CC=C1,2.35,5.629,313.397,2.9797,2,4,58.56,8,122,2,0.315789474,0.149698567,0.870961704,0.491350904,0.855943163,1514.494394,2638.279713,3082.307127,3.397498632,0.000565168,0.425138454
537,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C/C)C1CC(=O)OCCC1=CC(O)=C(O)C=C1,3.38,5.471,540.518,-0.6342,6,13,201.67,9,210,1,0.52,0.156319976,0.875130621,0.48388676,0.790290203,4249.195411,6939.841671,8781.38391,4.298070469,0.000185986,0.443672343
538,CCOC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1,0.2,6.699,240.302,3.4592,0,2,26.3,4,92,2,0.1875,0.606095655,0.987921948,0.154952328,0.908715254,523.4175377,3069.573128,3377.926269,3.808476352,0.001736119,0.124667142
539,CC1=CC=C(C=C1)S(=O)(=O)\C=C\C#N,0.82,6.086,207.254,1.806,0,3,57.93,2,72,1,0.1,0.302469924,0.941343676,0.33744938,0.83544759,555.559066,1375.437355,1646.347865,2.93774375,0.001503796,0.352268094
540,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)\C=C\C#N,0.84,6.076,249.335,2.79508,0,3,57.93,2,90,1,0.307692308,0.414993511,0.965864985,0.259046002,0.883394782,709.4942039,2419.506472,2738.873401,3.430313179,0.001245105,0.340398509
541,OC1=C(I)C(O)=C(I)C=C1I,0.33,6.481,487.8,2.9116,2,2,40.46,0,60,1,0,0.250024021,0.867652945,0.49717036,0.50282964,2559.400046,2588.533642,5147.933688,3.248595018,0.000196464,2.70E-13
542,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,6.24,5.205,268.273,-2.7083,2,6,98.82,3,104,0,0.636363636,0.173634931,0.877407679,0.479745522,0.987230083,1060.692268,2182.7141,2210.94772,3.188366104,0.000930741,0.523724736
543,NC1=NC(N)=C(SC#N)C=C1SC#N,0.41,6.387,223.286,1.39236,2,7,112.51,2,70,1,0,0.248138688,0.92344411,0.383732948,0.819402324,626.5924759,1337.99126,1632.886826,2.838264595,0.001307712,0.22784631
544,O=S(C1=CC=CC=C1)C1=NN2N=NN=C2C=C1,1.12,5.951,245.267,0.686,0,6,73.04,2,84,3,0,0.396327694,0.962248948,0.272170832,0.905365499,587.9936885,1955.937729,2160.384653,3.096803786,0.001539754,0.234703023
545,OC(=O)CCCCCCCCCCCCCCC1=CC=C(I)C=C1,2.25,5.648,444.397,6.9896,1,1,37.3,15,136,1,0.666666667,0.625434052,0.989326465,0.145715974,0.88422399,2561.942991,15546.21219,17581.75798,6.336831929,0.000345138,0.117972258
546,OC1=C(Br)C=C2C(OC3=C(Br)C(O)=C(Br)C=C3C22OC(=O)C3=CC=CC=C23)=C1Br,4.19,5.378,647.895,6.7158,2,5,75.99,0,146,3,0.05,0.244457197,0.914942345,0.40358457,0.686648306,4600.587709,7827.320449,11399.31517,4.288144441,0.000149252,0.303622754
547,N,3.82,5.418,17.031,0.162,1,1,35,0,8,0,0,0.102784931,0.771815481,0.635846573,0.635846581,1.800084504,1.800084528,2.831004494,0.434520271,0.353231517,0.118968434
548,BrC1=CC2=C(C=C1)C(=O)C(=O)C=C2,0.1,7,237.052,2.2277,0,2,34.14,0,64,1,0,0.683968035,0.992814533,0.119663292,0.880336708,264.2745324,1944.210026,2208.484559,3.052287033,0.003331145,5.74E-15
549,CN(C)CCNC1=NC2=CC(O)=CC=C2C2=C1C(=O)C1=CC=CC=C21,2.99,5.524,333.391,3.1253,2,5,65.46,4,126,3,0.2,0.189635997,0.878863983,0.477072426,0.645896065,1959.534911,2652.963825,4107.415989,3.616297784,0.000329617,0.230700209
550,[O-][N+](=O)\C=C\C1=CC2=C(OCO2)C=C1,14.92,4.826,193.158,1.6627,0,4,61.6,2,72,1,0.111111111,0.6945078,0.993368324,0.114975532,0.89160532,233.4016744,1809.969229,2030.011698,3.247179184,0.003820047,0.032921648
551,CCN1C(=NC2=CN=CC(CNC3CCNCC3)=C12)C1=NON=C1N,2.07,5.684,342.407,0.925,3,9,119.71,5,132,3,0.5,0.575421368,0.985512787,0.169601137,0.881324411,1070.853711,5564.641437,6313.953598,4.348498508,0.000823011,0.156855848
552,NC1CCCCC1,5.72,5.243,99.177,1.2778,1,1,26.02,0,42,0,1,0.263756137,0.925610077,0.378478515,0.721369588,119.8512874,228.4332414,316.6660267,1.830940348,0.006018872,0.34932338
553,CC1(C)CC[C@H](O)[C@]23CO[C@](O)(C[C@H]12)[C@@]12[C@H](O)[C@@H](CC[C@H]31)C(=C)C2=O,2.57,5.59,348.439,1.4048,3,5,86.99,0,138,0,0.85,0.162441056,0.875319229,0.483545497,0.93585641,1331.139624,2576.294385,2752.873578,3.091496548,0.000703049,0.53114821
554,O=C(\C=C\C1=CC=C2C=CC=CC2=N1)C1=CC=NC=C1,6.48,5.188,260.296,3.5259,0,3,42.85,3,96,3,0,0.658585499,0.99141288,0.130768886,0.878767226,577.1381502,3878.369753,4413.421028,4.127497724,0.001522629,0.026620522
555,CC(C)C1=NOC(CNC2=NC(NC3=CC(=NN3)C3CC3)=CC(=N2)N2CCN(C)CC2)=C1,1.49,5.827,437.552,3.296,3,9,111.03,8,170,3,0.545454545,0.508067246,0.978857432,0.204543705,0.887231642,1873.286802,8125.595099,9158.369375,4.678824586,0.000473623,0.176042681
556,OC(=O)C1=CN=C(SSC2=NC=C(C=C2)C(O)=O)C=C1,0.24,6.62,308.34,2.6724,2,6,100.38,5,102,2,0,0.42869062,0.968033051,0.25082267,0.808137489,1114.317136,3590.27138,4442.649211,3.851368297,0.000725231,0.086429321
557,CCOC(=S)SSC(=S)OCC,5.97,5.224,242.412,3.0106,0,6,18.46,2,70,0,0.666666667,0.344461923,0.952107257,0.305764241,0.84238136,582.5519588,1604.932317,1905.232467,2.905452561,0.001446019,0.11832788
558,COC1=C(NN=C2C=CC3=C(C(N)=C(C=C3S(O)(=O)=O)S(O)(=O)=O)C2=O)C=CC(=C1)C1=CC(OC)=C(NN=C2C=CC3=C(C(N)=C(C=C3S(O)(=O)=O)S(O)(=O)=O)C2=O)C=C1,8.76,5.057,904.892,2.8772,8,18,370.9,11,314,4,0.058823529,0.746803241,0.9956549,0.093119928,0.943988207,7697.553243,78032.70056,82662.79172,9.646032117,0.000122635,0.068719556
559,CC(CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,3.55,5.45,226.232,-0.0531,5,5,115.81,4,88,1,0.3,0.345545422,0.951679089,0.307094305,0.899848541,535.8937532,1570.277285,1745.046209,2.917473995,0.001679155,0.388648454
560,CNC(=O)ON(C(C)=O)C(=O)NC,1.33,5.876,189.171,-0.5547,2,4,87.74,0,74,0,0.5,0.23431775,0.908452996,0.417987026,0.670579516,531.1897078,852.1913715,1270.828219,2.648654466,0.001262411,0.135526455
561,COC1=NC(=C(C=C1)[N+]([O-])=O)S(=O)(=O)C1=CC=C(Cl)C=C1,5.05,5.297,328.733,2.4846,0,6,99.4,4,110,2,0.083333333,0.352533706,0.951932259,0.306308626,0.948239627,1075.744018,3330.180799,3511.961222,3.470307621,0.000881473,0.32690104
562,NC(N)=NNC1=CC=C(C=C1)N=NC(N)=S,9.3,5.032,237.292,0.6142,4,4,127.17,3,84,1,0,0.782295279,0.996893417,0.078762402,0.922862027,328.0166423,3843.383347,4164.634836,4.191053588,0.002813461,0.005301856
563,OC1=CC(=CC(O)=C1O)C(=O)C1=C(O)C(O)=C(O)C=C1,4.38,5.359,278.216,1.1512,6,7,138.45,2,104,2,0,0.516656737,0.979811294,0.199924557,0.888692074,699.0394163,3107.326077,3496.516024,3.622772633,0.001271305,0.183508073
564,CN(C(=O)C1=CC(=C(C=C1)S(=O)C1=NC=CS1)[N+]([O-])=O)C1=CC=CC=C1C,1.87,5.728,401.469,3.80302,0,6,93.41,5,138,3,0.111111111,0.430366754,0.96789728,0.251346086,0.922243415,1500.227302,5504.660022,5968.771295,4.019668394,0.000614736,0.315908479
565,COC1=CC=C2NC(=NC2=N1)S(=O)CC1=NC=C(C)C(OC)=C1C,0.97,6.013,346.412,2.29474,1,6,89.99,5,126,3,0.3125,0.128563249,0.850892796,0.525339366,0.767736426,1661.365113,2427.936295,3162.460725,3.235268381,0.000462112,0.464459421
566,CCN(CC)C(S)=S,10.26,4.989,149.284,1.5429,1,1,3.24,2,48,0,0.8,0.120279969,0.805279094,0.592895928,0.6374482,366.8973684,394.4673188,618.8225477,2.150044129,0.001737402,0.407794185
567,CSC(=N)C(C#N)C(C#N)C(=N)SC,6.17,5.21,226.33,1.9465,2,6,95.28,3,74,0,0.5,0.193585063,0.897019465,0.44199104,0.762945423,716.4641919,1236.728862,1620.992569,2.809975234,0.001064876,0.317144273
568,OC(=O)[C@@H](CC1=CC(O)=C(O)C=C1)OC(=O)\C=C\C1=C2[C@H]([C@@H](OC2=C(O)C=C1)C1=CC(O)=C(O)C=C1)C(=O)O[C@H](CC1=CC(O)=C(O)C=C1)C(O)=O,3.42,5.466,718.62,3.3345,9,14,278.04,12,270,4,0.166666667,0.036496543,0.688783963,0.724966656,0.815878935,9372.107951,10547.38918,12927.64002,4.78061879,8.71E-05,0.637475827
569,CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC,11.55,4.937,385.575,5.954,0,1,6.25,7,150,2,0.296296296,0.330497385,0.947167864,0.32073827,0.748728895,2523.546264,5890.946562,7867.930032,4.595048326,0.000296697,0.152503485
570,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,3.19,5.496,268.273,-2.7083,2,6,98.82,3,104,0,0.636363636,0.173633627,0.877406765,0.479747193,0.987230407,1060.69429,2182.711377,2210.944234,3.188364879,0.00093074,0.523725741
571,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,10.04,4.998,248.322,2.762,0,3,38.83,0,98,0,0.666666667,0.187689113,0.892123016,0.451792568,0.741048034,855.3632714,1403.000658,1893.265476,2.891256973,0.000866355,0.317099009
572,OC(CC1=CC(O)=C(O)C=C1)C(O)=O,5.71,5.243,198.174,0.0858,4,4,97.99,3,76,1,0.222222222,0.427824777,0.96784727,0.251538588,0.897254615,380.0826224,1355.779602,1511.031072,2.862171631,0.002360683,0.228586947
573,CC1=CC=C(C=C1)C(=O)N1N=C(N=C1N)C1=CN=CC=C1,5.07,5.295,279.303,1.91922,1,6,86.69,2,104,3,0.066666667,0.400648844,0.962677699,0.270650415,0.769996515,1040.714589,2960.817954,3845.235523,3.747939829,0.000739873,0.092608439
574,OC1=CC=CC2=CC=CN=C12,6.49,5.188,145.161,1.9404,1,2,33.12,0,54,2,0,0.30161447,0.929495742,0.368832843,0.631167157,257.8880098,441.312224,699.2002339,2.19470325,0.002447447,5.31E-13
575,CCOC1=CC=C(NC2=NC(=CS2)C2=C(C)N=C3C=CC=CN23)C=C1,5.05,5.297,350.447,4.90852,1,6,51.45,5,126,4,0.157894737,0.451651768,0.971652733,0.236412702,0.830245528,1519.06818,5334.736889,6425.49307,4.352726602,0.000546549,0.149860906
576,O=C1CC2OCC=C3CN4CC[C@@]56C4C[C@@H]3[C@@H]2C5N1C1=CC=CC=C61,10.37,4.984,334.419,2.0925,0,3,32.78,0,128,1,0.571428571,0.173733714,0.876892649,0.480686261,0.690507157,1398.859347,2009.465359,2910.129663,3.073583081,0.000493622,0.357086892
577,NC1=NC(=S)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.31,5.2,299.312,-1.31741,5,9,142.44,2,108,2,0.5,0.422961858,0.967029926,0.254662763,0.800700934,874.7386907,2750.319985,3434.890442,3.434185287,0.00091536,0.138862338
578,FC(F)(F)C1=CC2=NC(\C=C\C(=O)C3=CC=NC=C3)=CC=C2C=C1,7.65,5.116,328.293,4.5447,0,3,42.85,3,120,3,0.055555556,0.542456695,0.982397082,0.186804637,0.834773916,1272.038192,5684.357308,6809.457263,4.578842982,0.000656249,0.034700539
579,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC1=CC=CC=C1,0.58,6.237,331.459,5.3232,0,2,20.31,7,128,3,0.260869565,0.379126021,0.958277847,0.28583836,0.932783047,1049.410547,3424.566137,3671.342601,3.505291588,0.000888864,0.353158729
580,C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)[C@@H](O)[C@H](O)[C@H]1O,3.66,5.437,464.379,0.1943,8,12,210.51,3,176,3,0.285714286,0.205187535,0.894318192,0.447431526,0.675936369,3382.388056,5109.785444,7559.565778,4.157284678,0.00019984,0.220650599
581,OC1=CC=CC(=C1)C1=C2NC(C=C2)=C(C2=NC(CC2)=C(C2=NC(C=C2)=C(C2=CC=C1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1,6.55,5.184,680.764,9.7608,6,6,138.28,4,252,7,0.045454545,0.210117696,0.851609182,0.524177261,0.532975795,10696.41559,10875.9594,20406.1038,5.552646935,4.98E-05,0.123827148
582,CN1CCC2=C3[C@H]1CC1=C(C(O)=C(O)C=C1)C3=CC=C2,0.52,6.284,267.328,2.8499,2,3,43.7,0,102,2,0.294117647,0.343636235,0.949384054,0.31411768,0.726086621,838.1779965,1937.458051,2668.356634,3.19096135,0.000866268,0.108696198
583,CS(=O)CCCCN=C=S,5.48,5.261,177.294,1.2479,0,3,29.43,5,58,0,0.833333333,0.884642277,0.999194867,0.040120049,0.978361303,99.44007834,2424.930355,2478.563233,3.756214244,0.009838702,0.123188386
584,OC1=C(O)C2=C(C=C1)[C@H]1C3=CC(O)=C(O)C=C3C[C@@]1(O)CO2,0.22,6.658,302.282,1.3205,5,6,110.38,0,114,2,0.25,0.2682404,0.930506998,0.366274114,0.803106058,1158.841362,2540.918078,3163.863668,3.369423283,0.000693025,0.324853258
585,NC1=NC(=C(S1)C1=CC=NC=C1)C1=CC(Cl)=C(Cl)C=C1,5.37,5.27,322.22,4.7611,1,4,51.8,2,100,3,0,0.272208961,0.928923241,0.370272348,0.72620477,1427.418286,2799.555446,3855.049653,3.541349638,0.000508754,0.19266927
586,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,0.67,6.174,300.594,2.9135,0,3,37.38,1,88,0,0.555555556,0.208935504,0.901314959,0.43316434,0.955381687,810.1748012,1786.911102,1870.36357,2.725992603,0.001179229,0.613057775
587,IC1=CN=C(NC2=CC(NC(=O)N3CCCC3)=CC=C2)N=C1NCCCNC(=O)C1=CC=CS1,8.71,5.06,591.479,4.746,4,7,111.28,9,178,3,0.304347826,0.549171891,0.982296347,0.187333622,0.981885194,2892.453379,15160.424,15440.11876,5.320988703,0.000339464,0.14108779
588,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,17.57,4.755,367.814,0.6213,3,5,112.73,4,126,1,0.266666667,0.30754226,0.942633248,0.333830136,0.808731934,1505.470293,3647.129992,4509.689598,3.624189566,0.000537196,0.327183313
589,OC(=O)C(O)=CBr,11.5,4.939,166.958,0.8653,2,2,57.53,1,40,0,0,0.647710624,0.990722823,0.13589808,0.86410192,105.3134001,669.6305882,774.9439883,2.154425794,0.008205052,1.58E-13
590,CN1C(=O)C(S\C1=C/C(O)=O)N1CCCCC1,11.64,4.934,256.327,0.9296,1,4,60.85,2,94,0,0.636363636,0.225416064,0.914103909,0.405480016,0.809714632,859.284768,1715.93031,2119.17908,3.026060458,0.000942312,0.369471981
591,CN1CCN(CC1)C(=O)C1=CC=C(S1)C1=CC2=CC=C(O)C(C=O)=C2C=C1,1.33,5.876,380.469,3.474,1,5,60.85,3,138,3,0.238095238,0.789403466,0.997112676,0.075936228,0.93740213,786.4498546,9708.406461,10356.71474,5.234735648,0.001191941,0.046602708
592,CNC1=NC(NC2=CN(N=C2C)C(C)(C)C#N)=NC=C1C(F)(F)F,9.5,5.022,339.325,3.0443,2,7,91.45,4,128,2,0.428571429,0.465687406,0.973600255,0.228259815,0.831597659,1173.20424,4274.225404,5139.775659,3.94973302,0.000708826,0.153680122
593,C1CCC(CC1)NSC1=NC2=CC=CC=C2S1,0.77,6.114,264.419,4.2257,1,4,24.92,3,90,2,0.461538462,0.549531994,0.982848847,0.184412973,0.941593196,552.4218728,2820.607837,2995.569475,3.470248949,0.001704482,0.157727017
594,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,19.18,4.717,264.372,3.0839,0,2,6.48,0,102,2,0.333333333,0.162325777,0.852862067,0.52213628,0.631109515,1209.391364,1461.799202,2316.236986,3.07125286,0.000521841,0.313445359
595,CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C12)CC(=O)C1=CC=C(Cl)C=C1,11.42,4.942,418.968,5.7815,0,3,23.55,7,154,3,0.269230769,0.218186109,0.905312439,0.424746264,0.708398591,2697.473111,4498.888664,6350.787145,4.020856074,0.000262616,0.313152487
596,CC1=CC(=CC(C)=C1)N1C(=O)CC(SC2=NN=CN2)C1=O,3.17,5.499,302.359,1.84574,1,5,78.95,3,108,2,0.285714286,0.627189636,0.989434569,0.144980117,0.90789526,650.2949776,4072.280669,4485.408007,3.90216673,0.001396128,0.087593979
597,CCC1=CC=C(O1)\C=C\C(=O)NC1=CC=C(C=C1)C(C)=O,4.95,5.305,283.327,3.6965,1,3,59.31,5,108,2,0.176470588,0.819917422,0.997930682,0.064298949,0.967888375,432.3854002,6508.672561,6724.610738,4.910847688,0.002238485,0.081937112
598,COC1=C(OC)C=C(C=C1)C(=O)N1N=C(N=C1N)C1=CC=CC=C1,8.75,5.058,324.34,2.233,1,7,92.26,4,122,3,0.117647059,0.355461107,0.95405169,0.299642076,0.784647057,1456.477523,3813.953031,4860.724316,3.951975314,0.000538729,0.178433733
599,CC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(O1)[N+]([O-])=O,14.6,4.836,267.262,2.32902,0,5,90.42,3,94,2,0.090909091,0.454533259,0.97150319,0.237026479,0.930015518,671.7196927,2635.611608,2833.943688,3.389578274,0.001384529,0.31726312
600,[O-][N+](=O)C1=CC=C(\C=C2/CS(=O)(=O)C\C(=C/C3=CC=C(C=C3)[N+]([O-])=O)C2=O)C=C1,3.89,5.41,414.395,2.9675,0,7,137.49,4,148,2,0.105263158,0.777638683,0.996713866,0.081002896,0.968684599,924.5976383,11056.93179,11414.3776,5.313096357,0.001047682,0.092875624
601,NC(CC1=CC(O)=C(O)C=C1)C(O)=O,5.56,5.255,197.19,0.0522,4,4,103.78,3,76,1,0.222222222,0.397416437,0.962773161,0.270310639,0.881769571,395.8874794,1291.408783,1464.564922,2.827001895,0.002227324,0.227777649
602,OC(=O)C(\S)=C\C1=CC=C(I)C=C1,20.29,4.693,306.124,2.6465,2,2,37.3,2,68,1,0,0.801319208,0.997450439,0.07136261,0.954218626,283.3152644,3788.324182,3970.079896,3.624188421,0.003368045,0.189839213
603,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(\CO)=N\NC(=O)CCCCCN3C(=O)C=CC3=O)C(O)=C1C2=O,0.58,6.237,750.758,0.3898,7,15,267.84,12,288,2,0.459459459,0.576380001,0.985572082,0.169256232,0.862010657,6109.114221,31113.30974,36093.88062,6.987716892,0.000141102,0.077078283
604,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,6.57,5.182,346.339,2.1756,1,7,107.77,4,132,1,0.294117647,0.060008158,0.734146419,0.678991189,0.737806808,2009.45774,2183.521119,2959.475427,3.213378238,0.000367167,0.542000401
605,CC1(C)[C@H]2COC3=C([C@H]2N=C2SC=C(N12)C1=CC=C(C=C1)S(=O)(=O)N1CCOCC1)C1=CC=CC=C1C=C3,71.2,4.148,547.702,5.106,0,7,71.44,3,196,3,0.344827586,0.573113243,0.985187507,0.171480544,0.922496451,2468.511092,13279.5982,14395.28378,5.245765918,0.000373706,0.218422838
607,COC1=CC=C(C=C1)C1=C(N2C(NC(C)(C)C)=C3CCC4(OC)C=CC(=O)CC4[N+]3=C2S1)C1=CC=C(OC)C=C1,51.7,4.287,558.724,6.2514,1,7,65.08,6,208,4,0.375,0.254182515,0.922191545,0.386733442,0.723527996,4641.654613,8683.932386,12002.20646,4.760855682,0.000155877,0.218861093
608,CO[C@]12CCC3=C(NC(C)(C)C)N4C(SC(=C4C4=CC=CC=C4)C4=CC=CC=C4)=[N+]3[C@H]1CC(=O)C=C2,52.3,4.281,498.672,6.2342,1,5,46.62,4,184,4,0.333333333,0.249981005,0.921684132,0.387941183,0.740541226,3312.0219,6322.321193,8537.43312,4.268508988,0.000223592,0.253809039
609,CC(C)(C)NC1=C2CO[C@]34CCC[C@]3(CC(=O)C=C4)[N+]2=C2SC(=C(N12)C1=CC=CC=C1)C1=CC=CC=C1,29.9,4.524,510.683,6.5099,1,5,46.62,3,188,4,0.35483871,0.223401497,0.911452,0.411406431,0.755971826,3347.355099,6150.866775,8136.370378,4.155200771,0.000225842,0.263107594
610,CC1=C(C2=CC=CC=C2)[N+]2=C(S1)N1C(CC[C@]34CCC[C@]13CC(=O)C=C4)=C2NC(C)(C)C,77.7,4.11,446.64,5.81492,1,4,38.13,2,166,3,0.481481481,0.261778675,0.928392558,0.37160094,0.846420993,2186.284764,4979.851016,5883.420967,3.822117859,0.00038715,0.314304107
