id,smiles,IC50,pIC50,MolecularWeight,LogP,HydrogenBondDonors,HydrogenBondAcceptors,TopologicalPolarSurfaceArea,NumberofRotatableBonds,NumberofValenceElectrons,NumberofAromaticRings,Fractionofsp3Carbons,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusofGyration,InertialShapeFactor,SpherocityIndex
345,COC1=CC=C(CN2[Se]C3=CC=CC=C3C2=O)C=N1,0.467,6.331,319.222,1.5104,0,4,44.12,3,96,3,0.142857143,0.587097447,0.986019818,0.166628085,0.967526866,584.0776153,3391.449798,3505.277133,3.423046108,0.001656504,0.271275661
346,ClC1=CC=C(CN2[Se]C3=CC=CC=C3C2=O)C=C1,0.824,6.084,322.653,2.7602,0,2,22,2,90,3,0.071428571,0.577372831,0.985164013,0.171615461,0.968407826,578.7580082,3265.869987,3372.411808,3.344234314,0.001673252,0.317381345
347,CCCC1=CC2=C(OCO2)C=C1S(=O)(=O)N1CCN(CC1)C1=CC=CC=C1,15.97,4.797,388.489,2.8787,0,5,59.08,5,144,2,0.4,0.437130921,0.969366669,0.245618121,0.893039658,1682.379856,6116.94254,6849.575477,4.342082938,0.000530819,0.174406133
348,COC(=O)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)OCC1=CC=CC=C1)C(C)C)C(=O)CF,1.1013,5.958,467.494,1.0286,3,7,139.9,12,182,1,0.5,0.508917717,0.978298992,0.20719817,0.954518778,2331.995374,10743.0166,11254.90336,5.10114044,0.000409314,0.337504358
349,CC[C@H](C)[C@H](NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)OC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)OC)C(=O)CF,1.1677,5.933,654.689,0.2176,5,11,215.53,19,256,1,0.566666667,0.456128212,0.971153448,0.238455407,0.960288446,5211.436914,20987.07981,21854.97482,6.058009563,0.000184266,0.33302263
350,CC1=CC(C=C2C(=O)NC(=O)NC2=O)=C(C)N1C1=CC=C(C=C1)C1=CC=CC=C1,19,4.721,385.423,3.51054,2,4,80.2,3,144,3,0.086956522,0.791579629,0.997166389,0.07522761,0.957234683,784.0188296,9976.257582,10421.95583,5.242060767,0.001220933,0.075462402
351,CC(=O)NC1=CC=C(NC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,38,4.42,467.938,4.786,3,6,113.08,6,162,4,0.045454545,0.3895909,0.960104504,0.279641453,0.943304678,2831.006113,9549.733347,10123.69976,4.903711853,0.000333205,0.247994061
352,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)OCC1=CC=CC=C1,0.05,7.301,401.463,1.2914,3,5,113.6,10,156,1,0.523809524,0.171417353,0.857271172,0.514865165,0.620195623,3078.304857,3708.060536,5978.856346,3.987277123,0.000201473,0.2404969
353,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)OCC1=CC=CC=C1,0.61,6.215,443.544,2.4617,3,5,113.6,10,174,1,0.583333333,0.28178773,0.934599162,0.355702693,0.784879003,2709.581139,5978.850837,7617.544635,4.287361022,0.000289668,0.224705676
354,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1,0.165,6.783,437.496,1.734,3,5,113.6,10,168,2,0.333333333,0.641338276,0.99014284,0.140061258,0.963824203,1532.202216,10543.76922,10939.5149,5.12870875,0.000629045,0.178144666
355,CC(C)C[C@H](NC(=O)OCC1=CC(F)=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.13,6.886,421.469,1.6765,3,5,113.6,10,164,1,0.523809524,0.190082574,0.890378943,0.455220097,0.710472789,2928.135887,4570.011041,6432.351963,4.065233715,0.000242637,0.199323425
356,CC(C)C[C@H](NC(=O)OCCC1=CC(Cl)=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.15,6.824,451.951,2.2333,3,5,113.6,11,170,1,0.545454545,0.612757436,0.9881954,0.153198732,0.953716533,2042.849888,12717.4663,13334.63965,5.575110803,0.000466856,0.201218748
357,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.06,7.222,442.516,1.5309,4,5,129.39,10,172,2,0.47826087,0.315266215,0.944014561,0.329903787,0.77216656,3334.765805,7805.289732,10108.29805,4.899854179,0.00023155,0.181100871
358,CC(C)C[C@H](NC(=O)O[C@@H](C)C1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.27,6.569,417.506,2.0984,3,5,113.6,10,164,1,0.545454545,0.279979571,0.931330944,0.364173958,0.722817276,3096.779645,6146.529083,8503.572466,4.610145821,0.000233409,0.163602475
359,CC(C)C[C@H](NC(=O)O[C@H](C)C1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.35,6.456,417.506,2.0984,3,5,113.6,10,164,1,0.545454545,0.16071236,0.852513883,0.522704581,0.634452423,3761.548231,4565.721204,7196.317704,4.311711394,0.000168668,0.230847984
360,FC1=CC=CC(COC(=O)N[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)=C1,0.14,6.854,419.453,1.4305,3,5,113.6,10,162,1,0.523809524,0.198461342,0.894806304,0.446454566,0.706952222,2764.519296,4377.563157,6192.162672,3.986828618,0.000255723,0.213762266
361,ClC1=CC=CC(CCOC(=O)N[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)=C1,0.24,6.62,449.935,1.9873,3,5,113.6,11,168,1,0.545454545,0.246282421,0.922019316,0.387143877,0.779969779,3956.410446,7970.888248,10219.48346,4.960956627,0.000197141,0.27065394
362,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.05,7.301,440.5,1.2849,4,5,129.39,10,170,2,0.47826087,0.507476583,0.978505557,0.206220452,0.92572289,2130.746566,9564.913918,10332.3727,5.000344277,0.000434459,0.196302973
363,C[C@H](OC(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C1=CC=CC=C1,0.43,6.367,415.49,1.8524,3,5,113.6,10,162,1,0.545454545,0.256141058,0.923237315,0.384230217,0.72786251,2798.790144,5301.85897,7284.148988,4.302794601,0.000260063,0.207737548
364,OC([C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)OCC1=CC=CC=C1)S(O)(=O)=O,0.08,7.097,483.543,0.2987,5,7,171.13,11,182,1,0.571428571,0.324794797,0.946703033,0.322107696,0.779963753,3276.936238,7934.897296,10173.41802,4.70245484,0.000238016,0.145161766
365,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(O)(=O)=O,0.07,7.155,524.596,0.5382,6,7,186.92,11,198,2,0.52173913,0.33966059,0.950103681,0.311934281,0.907006279,3995.92889,11618.898,12810.16269,5.205023227,0.000226983,0.298021511
366,OC([C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)OCC1=CC(F)=CC=C1)S(O)(=O)=O,0.07,7.155,501.533,0.4378,5,7,171.13,11,188,1,0.571428571,0.126226269,0.842320072,0.53897764,0.723454293,4574.275736,6139.919679,8486.948991,4.375208983,0.000158157,0.294268619
367,OC([C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)OCCC1=CC(Cl)=CC=C1)S(O)(=O)=O,0.08,7.097,532.015,0.9946,5,7,171.13,12,194,1,0.590909091,0.195972342,0.900044832,0.435797316,0.813864589,4314.55778,8057.566361,9900.377123,4.575173411,0.000188632,0.316903762
368,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(O)(=O)=O,0.04,7.398,522.58,0.2922,6,7,186.92,11,196,2,0.52173913,0.350444954,0.953472567,0.301479789,0.842282933,3730.050727,10421.12334,12372.47358,5.037618032,0.00022581,0.172289908
369,C[C@H](OC(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(O)(=O)=O)C1=CC=CC=C1,0.05,7.301,497.57,0.8597,5,7,171.13,11,188,1,0.590909091,0.350457876,0.953016716,0.302917711,0.788445036,3313.837669,8625.375023,10939.72899,4.794859369,0.000237925,0.188501918
370,OC1=CC=C(C=C1O)C1=C(O)C(=O)C2=C(O)C=C(O)C([Se]C3=CC=CC=C3)=C2O1,5.1,5.292,457.296,1.643,5,7,131.36,3,146,4,0,0.189698468,0.895156866,0.44575126,0.768137069,2730.267869,4704.910895,6125.092883,3.850529861,0.000281341,0.283159245
371,CCCC[Se]C1=C2OC(=C(O)C(=O)C2=C(O)C=C1O)C1=CC=C(O)C(O)=C1,24,4.62,437.306,2.5359,5,7,131.36,5,142,3,0.210526316,0.188048665,0.892706278,0.450638992,0.745587128,2568.347415,4249.358811,5699.345725,3.783060716,0.000290298,0.236677503
372,CC1=CC=C([Se]C2=C3OC(=C(O)C(=O)C3=C(O)C=C2O)C2=CC=C(O)C(O)=C2)C=C1,11,4.959,471.323,1.95142,5,7,131.36,3,152,4,0.045454545,0.143655339,0.865030514,0.501719254,0.780818508,3196.421706,4974.545441,6370.936899,3.92768204,0.000244279,0.325417359
373,COC1=CC=C([Se]C2=C3OC(=C(O)C(=O)C3=C(O)C=C2O)C2=CC=C(O)C(O)=C2)C=C1,3,5.523,487.322,1.6516,5,8,140.59,4,158,4,0.045454545,0.163086942,0.878579926,0.477595344,0.767466355,3527.947182,5669.194218,7386.896091,4.124982673,0.000217539,0.20110444
374,OC1=CC=C(C=C1O)C1=C(O)C(=O)C2=C(O)C([Se]C3=CC=CC=C3)=C(O)C([Se]C3=CC=CC=C3)=C2O1,13,4.886,612.354,1.298,5,7,131.36,5,180,5,0,0.283742631,0.934833914,0.355085276,0.894261202,3592.784866,9048.215533,10118.09023,4.310832767,0.000248905,0.341948596
375,OC1=C2C(=O)C=C(OC2=CC(OCC[Te]C2=CC=CC=C2)=C1)C1=CC=CC=C1,3.3,5.481,485.993,3.9924,1,4,59.67,6,140,4,0.086956522,0.461771459,0.973022154,0.2307117,0.888491823,2166.175243,8342.13866,9389.100096,4.524476255,0.000410166,0.308153417
376,OC1=C2C(=O)C=C(OC2=CC(OCC[Te]C2=CC=C(Cl)C=C2)=C1)C1=CC=CC=C1,2.2,5.658,520.438,4.6458,1,4,59.67,6,146,4,0.086956522,0.399885626,0.963222512,0.268705029,0.809511833,2825.218179,8511.368591,10514.19911,4.581777901,0.000286531,0.15963141
377,CCC(CC)CC1(CCCCC1)C(=O)NC1=CC=CC=C1SC(=O)C(C)C,14.4,4.842,389.605,6.6766,1,3,46.17,8,150,1,0.652173913,0.166430735,0.878251825,0.478198423,0.93351592,2204.011944,4302.565919,4608.990406,3.776926874,0.000423553,0.56621038
378,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(NC(=O)C2CC2)C=C1,10.58,4.976,431.521,4.0747,1,6,80.12,7,156,4,0.217391304,0.423597836,0.965806276,0.2592648,0.964669899,1942.660515,7228.232,7492.958999,4.394118128,0.000496572,0.290741654
379,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,18.25,4.739,424.529,5.3932,0,5,51.02,6,152,5,0.08,0.390166919,0.959178579,0.282801085,0.975729218,1924.751649,6640.838822,6806.026405,4.254917037,0.000506938,0.296479281
380,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(C=C1)C1=CC=CN=C1,0.95,6.022,425.517,4.7882,0,6,63.91,6,152,5,0.083333333,0.392350342,0.959586213,0.281414816,0.976665812,1945.386829,6751.573461,6912.879902,4.282780069,0.000502042,0.371643997
381,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=CC=C1,18.87,4.724,348.431,3.7262,0,5,51.02,5,124,4,0.105263158,0.12502555,0.846057801,0.533091172,0.926499911,1585.66956,2755.856374,2974.480993,3.240139156,0.000584296,0.591908564
382,NC(=O)C1=CC=C(C=C1)N(CC1=CSC=C1)C(=O)CN1N=NC2=CC=CC=C12,0.44,6.357,391.456,2.8251,1,6,94.11,6,140,4,0.1,0.263333207,0.924711333,0.380669082,0.961228853,1825.310163,4609.097186,4795.005033,3.787233138,0.000526611,0.484979049
383,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(C=C1)C(=O)NC1CC1,15.94,4.798,431.521,3.6184,1,6,80.12,7,156,4,0.217391304,0.483412036,0.974293794,0.225281164,0.992441112,1743.951832,7682.708422,7741.223459,4.460077609,0.000569076,0.285345433
384,CS(=O)(=O)NC1=CC=C(C=C1)N(CC1=CSC=C1)C(=O)CN1N=NC2=CC=CC=C12,1.61,5.793,441.538,3.0977,1,7,97.19,7,154,4,0.15,0.345656712,0.950008293,0.312224667,0.955414151,2102.754318,6434.473131,6734.747569,4.158613524,0.000454363,0.38664093
385,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(NS(=O)(=O)C2CC2)C=C1,8.77,5.057,467.576,3.6303,1,7,97.19,8,164,4,0.227272727,0.248576788,0.921164231,0.389174074,0.924338085,2491.175447,5916.859566,6401.185524,3.979467817,0.000371045,0.45015877
386,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(C=C1)C1=CC=NC=C1,1.4,5.854,425.517,4.7882,0,6,63.91,6,152,5,0.083333333,0.424754777,0.96507396,0.261977577,0.994628278,1818.023528,6902.337334,6939.615016,4.289652272,0.000547093,0.391256748
387,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(C=C1)C1=CC=CC=N1,2.09,5.68,425.517,4.7882,0,6,63.91,6,152,5,0.083333333,0.393352335,0.959684499,0.281079459,0.979500297,1917.122152,6680.750436,6820.570101,4.256442784,0.000510922,0.347889386
388,COC1=NC=CC=C1C1=CC=C(C=C1)N(CC1=CSC=C1)C(=O)CN1N=NC2=CC=CC=C12,5.07,5.295,455.543,4.7968,0,7,73.14,7,164,5,0.12,0.380971851,0.958340479,0.285628302,0.944099823,2197.930523,7264.916685,7695.072604,4.339629275,0.00042954,0.276936374
389,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(C=C1)C1=CC=CNC1=O,0.92,6.036,441.516,4.0815,1,6,83.88,6,158,5,0.083333333,0.402440022,0.961929814,0.273296601,0.965797306,1988.930395,7028.640713,7277.552621,4.295765939,0.000485586,0.291460744
390,CN1C=C(C=N1)C1=CC=C(C=C1)N(CC1=CSC=C1)C(=O)CN1N=NC2=CC=CC=C12,20.39,4.691,428.521,4.1267,0,7,68.84,6,154,5,0.130434783,0.443496504,0.969091759,0.246700552,0.965178434,1780.776734,6967.018451,7218.373522,4.316177578,0.000541999,0.268504105
391,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(C=C1)C1=CNN=C1,0.11,6.959,414.494,4.1163,1,6,79.7,6,148,5,0.090909091,0.364189133,0.953563471,0.301192142,0.975992069,1867.870885,6052.704953,6201.592357,4.127400076,0.000522516,0.36422279
392,CN1C=NC(=C1)C1=CC=C(C=C1)N(CC1=CSC=C1)C(=O)CN1N=NC2=CC=CC=C12,9.55,5.02,428.521,4.1267,0,7,68.84,6,154,5,0.130434783,0.481832066,0.975202192,0.221315801,0.936028233,1670.486208,7065.118008,7547.975325,4.358869705,0.000560333,0.25973621
393,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=C1)C1=CC=C(C=C1)C1=CNC=N1,0.06,7.222,414.494,4.1163,1,6,79.7,6,148,5,0.090909091,0.361473987,0.952946073,0.303139871,0.975796502,1861.22861,5991.228934,6139.834405,4.108377169,0.000524275,0.356457837
394,CC(C)CCN(C(=O)CN1N=NC2=CC=CC=C12)C1=CC=C(C=C1)C1=CC=CN=C1,4.62,5.335,399.498,4.5726,0,5,63.91,7,152,4,0.25,0.195586637,0.894131369,0.447804751,0.715191382,2876.11009,4593.450929,6422.687752,4.169787982,0.000248666,0.273020264
395,O=C(CN1N=NC2=CC=CC=C12)N(CC1CC1)C1=CC=C(C=C1)C1=CC=CN=C1,2.51,5.6,383.455,3.9365,0,5,63.91,6,144,4,0.217391304,0.39902838,0.962172895,0.272439572,0.933831298,1650.112609,5656.031483,6056.802227,4.17425438,0.00056592,0.376687829
396,O=C(CN1N=NC2=CC=CC=C12)N(CC1CCC1)C1=CC=C(C=C1)C1=CC=CN=C1,0.83,6.081,397.482,4.3266,0,5,63.91,6,150,4,0.25,0.193020403,0.887849028,0.460134875,0.68026302,2774.691514,4102.101644,6030.169988,4.029380719,0.000245167,0.259849143
397,O=C(CN1N=NC2=CC=CC=C12)N(CC1CCCC1)C1=CC=C(C=C1)C1=CC=CN=C1,1.16,5.936,411.509,4.7167,0,5,63.91,6,156,4,0.28,0.183727444,0.879235652,0.476387099,0.666060598,3098.779566,4332.55849,6504.75122,4.114961659,0.000214943,0.250648306
398,O=C(CN1N=NC2=CC=CC=C12)N(CC1CCOC1)C1=CC=C(C=C1)C1=CC=CN=C1,23,4.638,413.481,3.563,0,6,73.14,6,156,4,0.25,0.185736864,0.879159175,0.476528221,0.659105051,3158.218675,4368.257299,6627.558528,4.137112666,0.000208695,0.251396754
399,O=C(CN1N=NC2=CC=CC=C12)N(CC1=CSC=N1)C1=CC=C(C=C1)C1=CC=CN=C1,1.59,5.799,426.505,4.1832,0,7,76.8,6,152,5,0.086956522,0.362124398,0.954308788,0.29882225,0.943309043,1898.798268,5994.043547,6354.273386,4.086828438,0.000496793,0.377873055
400,ClC1=CC=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CN=C2)=C1,0.39,6.409,453.933,5.3801,0,5,63.91,6,162,5,0.076923077,0.414326416,0.964696513,0.263364077,0.945069179,2047.111922,7345.961555,7772.935271,4.348342946,0.00046166,0.377232966
401,FC1=CC=C(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CN=C2)C=C1Cl,8.53,5.069,471.923,5.5192,0,5,63.91,6,168,5,0.076923077,0.464636585,0.972203463,0.234137622,0.969263188,2042.823097,8456.706837,8724.881887,4.513110436,0.000474472,0.351922679
402,FC1=CC(Cl)=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CN=C2)=C1,0.119,6.924,471.923,5.5192,0,5,63.91,6,168,5,0.076923077,0.413400191,0.964704604,0.263334438,0.937837167,2279.778644,8119.185475,8657.350932,4.49333597,0.000411372,0.350865821
403,ClC1=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CN=C2)=CC(Cl)=C1,0.176,6.754,488.378,6.0335,0,5,63.91,6,168,5,0.076923077,0.369849406,0.956933071,0.290308626,0.907963874,2618.806516,8190.530696,9020.767155,4.505774534,0.000346709,0.355998117
404,CC1=CC(Cl)=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CN=C2)=C1,0.312,6.506,467.96,5.68852,0,5,63.91,6,168,5,0.111111111,0.409704716,0.964154256,0.265342366,0.93304759,2291.67414,8058.42303,8636.668818,4.504080406,0.000407147,0.318782354
405,ClC1=CN=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CN=C2)=C1,0.54,6.268,454.921,4.7751,0,6,76.8,6,162,5,0.08,0.466238019,0.972107746,0.234534711,0.982829851,1907.150945,7992.014794,8131.636202,4.451686075,0.000515339,0.365557111
406,ClC1=CC=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CNC2=O)=C1,0.746,6.127,469.932,4.6734,1,5,83.88,6,168,5,0.076923077,0.462026817,0.971802266,0.235797276,0.970117879,2052.792181,8445.603908,8705.750186,4.52027644,0.000472585,0.360180108
407,ClC1=CC=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=C2)C2=CNN=C2)=C1,0.27,6.569,442.91,4.7082,1,5,79.7,6,158,5,0.083333333,0.422365029,0.96485378,0.262787333,0.98862886,1908.615808,7180.379092,7262.967311,4.296474085,0.000517982,0.39520867
408,COC1=CC(=CC=C1C1=CNN=C1)N(CC1=CC=CC(Cl)=C1)C(=O)CN1N=NC2=CC=CC=C12,0.328,6.484,472.936,4.7168,1,6,88.93,7,170,5,0.12,0.382716241,0.958530601,0.284989627,0.949704277,2195.277905,7315.581412,7703.009864,4.26602174,0.000432612,0.383393645
409,COC1=CC(=CC=C1N(CC1=CC=CC(Cl)=C1)C(=O)CN1N=NC2=CC=CC=C12)C1=CNN=C1,0.197,6.706,472.936,4.7168,1,6,88.93,7,170,5,0.12,0.147218598,0.864774359,0.502160639,0.928983005,3216.532388,5950.494102,6405.385321,4.057530147,0.000288815,0.443515621
410,ClC1=CC=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(N=C2)C2=CNN=C2)=C1,0.333,6.478,443.898,4.1032,1,6,92.59,6,158,5,0.086956522,0.44759934,0.969107912,0.246637092,0.98853988,1807.406359,7244.219639,7328.201713,4.295345206,0.000546938,0.375730139
411,ClC1=CC=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=N2)C2=CNN=C2)=C1,0.171,6.767,443.898,4.1032,1,6,92.59,6,158,5,0.086956522,0.332964512,0.947934423,0.318465586,0.924778207,2237.655396,6497.829082,7026.364845,4.213538764,0.00041328,0.37781295
412,ClC1=CC=CC(CN(C(=O)CN2N=NC3=CC=CC=C23)C2=CC=C(C=C2)C2=CNC=N2)=C1,0.068,7.167,442.91,4.7082,1,5,79.7,6,158,5,0.083333333,0.397193504,0.960955766,0.276702033,0.964650897,1973.420879,6879.827367,7131.934869,4.248015249,0.000488822,0.312608813
413,ClC1=CC=CC(CN(C(=O)CC2=CC=CN=C2)C2=CC=C(C=C2)C2=CNN=C2)=C1,1.27,5.896,402.885,4.901,1,3,61.88,6,144,4,0.086956522,0.400978535,0.962597841,0.270934304,0.931302401,1784.900632,6135.370161,6587.946253,4.243277897,0.000521767,0.342515694
414,ClC1=CC=CC(CN(C(=O)CC2=CN=CN=C2)C2=CC=C(C=C2)C2=CNN=C2)=C1,3.442,5.463,403.873,4.296,1,4,74.77,6,144,4,0.090909091,0.518491289,0.978755085,0.205032883,0.992030339,1403.198496,6789.230388,6843.772941,4.314511841,0.000706978,0.317257831
415,CC(=O)C1=C(O)C(C)=C(O)C(CC2=C(O)C(C(=O)\C=C\C3=CC=CC=C3)=C3OC(C)(C)C=CC3=C2O)=C1O,37,4.432,516.546,5.39672,5,8,144.52,6,196,3,0.2,0.227800179,0.915223309,0.402947012,0.819086125,3442.983335,6998.686668,8544.506438,4.28695828,0.0002379,0.317856231
418,CC(N(CC1=CC=CC=C1)C(=O)C1CC2=C(O1)C=CC(Cl)=C2)C1=CC(NC(C)=O)=CC=C1,0.8,6.097,448.95,5.3919,1,3,58.64,6,164,3,0.230769231,0.435493744,0.967792416,0.251749556,0.965442819,2260.93583,8670.538683,8980.893031,4.709203566,0.00042701,0.39377565
419,OC1=C(F)C=C(CNC(=O)N2CCC(CN3CCC4=CC=CC=C34)CC2)C=C1,0.73,6.137,383.467,3.5156,2,3,55.81,4,148,2,0.409090909,0.673748256,0.992033872,0.125971413,0.981529168,1186.326764,9243.48065,9417.428387,5.087108716,0.000827368,0.196530362
420,NC(=O)CN1C(CNC(C2=CC=CS2)C2=CC=C(F)C=C2)=NC2=CC=CC=C2C1=O,2.05,5.688,422.485,2.9616,2,6,90.01,7,152,4,0.136363636,0.309153513,0.941859324,0.336007461,0.75706347,2481.770809,5591.715183,7386.058635,4.277378712,0.00030505,0.232828902
421,OCCNC(=O)COC1=CC=CC=C1C1CC(=NN1C(=O)C1=CC=CC=C1)C1=CC=CC=C1,0.76,6.119,443.503,3.1654,2,5,91.23,8,168,3,0.192307692,0.195667713,0.898648444,0.438669549,0.772294353,2681.212848,4720.376752,6112.147178,3.903232749,0.000288039,0.337126264
422,CNC(=O)C1=CC=C(C2CCCCN2CC2=CC(=CC=C2)C(=O)N(C)C)N1C,0.69,6.161,382.508,2.8137,1,4,57.58,5,150,2,0.454545455,0.495529456,0.977439299,0.211216517,0.873372217,1720.958594,7116.097958,8147.841001,4.711901538,0.000507492,0.164789461
423,O=C(N1CCC2(CC1)NC(=O)NC2=O)C1=CC(=C(S1)N1CCOCC1)C1=CC=CC=C1,1.72,5.764,440.525,2.0659,2,6,90.98,3,162,2,0.409090909,0.528885833,0.981142089,0.193287873,0.860016489,1855.696702,8256.750593,9600.688706,4.730179061,0.000463447,0.148048163
424,CC(C)(C)NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C(C)(C)C)C1=CN=CC=C1,7.05,5.152,433.552,5.2749,1,4,75.44,5,168,3,0.346153846,0.165001186,0.862999182,0.505205316,0.656744826,3149.410933,4094.096533,6233.922786,3.942465955,0.000208529,0.280341714
425,CC(C)NC(=O)C(N(C(=O)C1=CC=CO1)C1=CC=C(C=C1)C(C)(C)C)C1=CN=CC=C1,5.37,5.27,419.525,4.8848,1,4,75.44,6,162,3,0.32,0.138428087,0.859850838,0.510545333,0.769257115,2996.320852,4514.664977,5868.863462,3.993297718,0.000256734,0.410069726
426,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NC1CC1)C1=CN=CC=C1)C(=O)C1=CC=CO1,3.86,5.413,417.509,4.6388,1,4,75.44,6,160,3,0.32,0.138581297,0.859308819,0.511457089,0.761840791,2978.132398,4436.076435,5822.839221,3.981508562,0.000255812,0.369581927
427,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NC1CCCC1)C1=CN=CC=C1)C(=O)C1=CC=CO1,2.51,5.6,445.563,5.419,1,4,75.44,6,172,3,0.37037037,0.247461088,0.923207559,0.384301709,0.833548506,2905.410168,6301.820293,7560.232243,4.33774599,0.000286895,0.309496238
428,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NC1CCCCC1)C1=CN=CC=C1)C(=O)C1=CC=CO1,2.39,5.622,459.59,5.8091,1,4,75.44,6,178,3,0.392857143,0.114753453,0.840616594,0.541630632,0.819796555,3979.915498,6023.885697,7348.025138,4.344825244,0.000205983,0.404166635
429,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NC1=CC=C(F)C=C1)C1=CN=CC=C1)C(=O)C1=CC=CO1,7.81,5.107,471.532,6.138,1,4,75.44,6,178,4,0.178571429,0.144786193,0.864037069,0.503428192,0.757118073,3477.057003,5229.23178,6906.758623,4.068864767,0.000217747,0.41574224
430,COC1=CC=C(NC(=O)C(N(C(=O)C2=CC=CO2)C2=CC=C(C=C2)C(C)(C)C)C2=CN=CC=C2)C=C1,7.49,5.126,483.568,6.0075,1,5,84.67,7,184,4,0.206896552,0.207494296,0.903847107,0.427855592,0.907018213,3743.509614,7935.928529,8749.469877,4.595987108,0.000242291,0.407281204
431,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCN1N=NC2=CC=CC=C12)C1=CN=CC=C1)C(=O)C1=CC=CO1,8.13,5.09,508.582,4.8788,1,7,106.15,7,192,5,0.206896552,0.18945308,0.896608735,0.44282364,0.822441182,3561.854301,6615.310023,8043.505321,4.232399716,0.000230903,0.343318453
